Stjörnufræði	Hvaða reikistjörnu tilheyra tunglin Naiad og Thalassa	Neptúnus	Hvaða reikistjörnu tilheyra tunglin Naiad og Thalassa
Stjörnufræði	Hvað er fjallið Olympus Mons á Mars margir kílómetrar að hæð	27	Hvað er fjallið Olympus Mons á Mars margir kílómetrar að hæð
Stjörnufræði	Hvað eru rannsóknir á "fljúgandi furðuhlutum" (UFO) kallaðar á ensku	Ufology	Hvað eru rannsóknir á fljúgandi furðuhlutum U F O kallaðar á ensku
Stjörnufræði	Hvað heitir eina tungl Plútós	Charon	Hvað heitir eina tungl Plútós
Stjörnufræði	Hvar er loftsteinagígurinn Yuty	Mars	Hvar er loftsteinagígurinn Yuty
Stjörnufræði	Hver reikistjarnanna er fljótust að fara hring um sólu	Merkúríus	Hver reikistjarnanna er fljótust að fara hring um sólu
Stjörnufræði	Hver setti fram nýjar kenningar á 20. öld um svarthol og uppruna alheimsins	Stephen Hawking	Hver setti fram nýjar kenningar á tuttugustu öld um svarthol og uppruna alheimsins
Stjörnufræði	Hver skrifaði bókina De Revolutionibus Orbium Coelestium árið 1543	Kóperníkus	Hver skrifaði bókina De Revolutionibus Orbium Coelestium árið fimmtán hundruð fjörutíu og þrjú
Stjörnufræði	Hversu mörg tungl hefur Úranus	27	Hversu mörg tungl hefur Úranus
Stjörnufræði	Hver sýndi fyrst fram á að alheimurinn væri að stækka	Edwin Hubble	Hver sýndi fyrst fram á að alheimurinn væri að stækka
Stjörnufræði	Í hvaða ofurklasa (supercluster) er Vetrarbrautin (Milky Way)	Virgo	Í hvaða ofurklasa supercluster er Vetrarbrautin Milky Way 
Stjörnufræði	Á hvaða reikistjörnu er fjallshryggurinn "Schiaparelli Dorsum"	Merkúríus	Á hvaða reikistjörnu er fjallshryggurinn Schiaparelli Dorsum 
Stjörnufræði	Á hvaða reikistjörnu er loftsteinsgígurinn "Caloris Basin"	Merkúríus	Á hvaða reikistjörnu er loftsteinsgígurinn Caloris Basin 
Stjörnufræði	Á hvaða reikistjörnu er sléttan "Borealis Planitia"	Merkúríus	Á hvaða reikistjörnu er sléttan Borealis Planitia 
Stjörnufræði	Á hvaða reikistjörnu er sléttan "Budh Planitia"	Merkúríus	Á hvaða reikistjörnu er sléttan Budh Planitia 
Stjörnufræði	Á hvaða reikistjörnu í sólkerfinu eru mestur vindhraði	Neptúnus	Á hvaða reikistjörnu í sólkerfinu eru mestur vindhraði
Stjörnufræði	Aurora Borealis er fyrirbæri sjáanlegt á norðurhveli, hvað er sambærilegt fyrirbæri kallað á suðurhveli	Aurora Australis	Aurora Borealis er fyrirbæri sjáanlegt á norðurhveli hvað er sambærilegt fyrirbæri kallað á suðurhveli
Stjörnufræði	Eftir hvað mörg ár frá árinu 2000 mun Hale-Bopp koma aftur inn í sólkerfið okkar	2381	Eftir hvað mörg ár frá árinu tvö þúsund mun Hale Bopp koma aftur inn í sólkerfið okkar
Stjörnufræði	Hvaða dag er sólin fjærst jörðinni	3. júli	Hvaða dag er sólin fjærst jörðinni
Stjörnufræði	Hvaða dag er sólin næst jörðinni	2. janúar	Hvaða dag er sólin næst jörðinni
Stjörnufræði	Hvaða Englendingur smíðaði fyrst "endurspeglandi" kíkir	John Gregory	Hvaða Englendingur smíðaði fyrst endurspeglandi kíkir
Stjörnufræði	Hvaða heitir litla tunglið sem deilir sporbaugi jarðarinnar	Cruithne	Hvaða heitir litla tunglið sem deilir sporbaugi jarðarinnar
Stjörnufræði	Hvaða maður upphvötaði fyrstur Neptúnus	Johann Galle	Hvaða maður upphvötaði fyrstur Neptúnus
Stjörnufræði	Hvaða málmur er oft tengdur við loftsteininn sem er talinn hafa drepið risaeðlurnar	Iridium	Hvaða málmur er oft tengdur við loftsteininn sem er talinn hafa drepið risaeðlurnar
Stjörnufræði	Hvaða reikistjarna í sólkerfinu okkar hefur mest hlutfall járns	Merkúríus	Hvaða reikistjarna í sólkerfinu okkar hefur mest hlutfall járns
Stjörnufræði	Hvaða stjarna er 10.52 ljósár frá jörðinni	Epsilon Eridani	Hvaða stjarna er tíu fimmtíu og tvö ljósár frá jörðinni
Stjörnufræði	Hvaða stjarna er 11.82 ljósár frá sólkerfi jarðarinnar	Epsilon Indi	Hvaða stjarna er einn einn punktur átta tveir ljósár frá sólkerfi jarðarinnar
Stjörnufræði	Hvaða stjarna er 12.86 ljósár frá jörðinni	AX Microscopium	Hvaða stjarna er einn tveir punktur átta sex ljósár frá jörðinni
Stjörnufræði	Hvaða stjarna er 14.30 ljósár frá jörðinni	Wolf 424	Hvaða stjarna er fjórtán þrjátíu ljósár frá jörðinni
Stjörnufræði	Hvaða stjarna er 4.22 ljósár frá jörðinni	Proxima Centauri	Hvaða stjarna er fjögur tuttugu og tvö ljósár frá jörðinni
Stjörnufræði	Hvaða stjarna er 7.80 ljósár frá sólkerfi jarðarinnar	Wolf 359	Hvaða stjarna er sjö punktur átta núll ljósár frá sólkerfi jarðarinnar
Stjörnufræði	Hvaða stjarnfræðilega fyrirbæri var fyrst haldið að væri geimverur	Tifstjörnur	Hvaða stjarnfræðilega fyrirbæri var fyrst haldið að væri geimverur
Stjörnufræði	Hvaða stjörnufræðingur talaði oft um halastjörnur sem "Skítuga snjóbolta"	Fred Whipple	Hvaða stjörnufræðingur talaði oft um halastjörnur sem Skítuga snjóbolta 
Stjörnufræði	Hvað er 384.000 km frá jörðu	Tunglið	Hvað er þrjú hundruð áttatíu og fjögur þúsund kílómetrar frá jörðu
Stjörnufræði	Hvað er miðja sólarinnar heit í milljónum gráða	15,5	Hvað er miðja sólarinnar heit í milljónum gráða
Stjörnufræði	Hvað er QUASAR stytting á	Quasi Stellar Radio Source	Hvað er QUASAR stytting á
Stjörnufræði	Hvað er "Upsilon Andromedae"	Stjarna	Hvað er Upsilon Andromedae 
Stjörnufræði	Hvað heita fjögur stærstu tungl Júpíters	Callisto, Europa, Ganymede og Io	Hvað heita fjögur stærstu tungl Júpíters
Stjörnufræði	Hvað heita hæstu fjöll Venusar sem eru á "Ishtar Terra" hálendinu	Maxwell Montes	Hvað heita hæstu fjöll Venusar sem eru á Ishtar Terra hálendinu
Stjörnufræði	Hvað heitir algengasta loftsteina sturta sem á sér stað í kringum 12. Ágúst ár hvert	Perseids	Hvað heitir algengasta loftsteina sturta sem á sér stað í kringum tólf 
Stjörnufræði	Hvað heitir bjartasta stjarnan í stjörnumerkinu Stórahundi	Síríus	Hvað heitir bjartasta stjarnan í stjörnumerkinu Stórahundi
Stjörnufræði	Hvað heitir gígurinn á tunglinu sem hefur hvítar rákir eins og það geisli út frá honum	Tycho	Hvað heitir gígurinn á tunglinu sem hefur hvítar rákir eins og það geisli út frá honum
Stjörnufræði	Hvað heitir sá sem uppgötvaði plánetuna Plútó	Clyde Tombaugh	Hvað heitir sá sem uppgötvaði plánetuna Plútó
Stjörnufræði	Hvað heitir tunglið sem snýst í kring um Neptúnus í klukkuátt	Triton	Hvað heitir tunglið sem snýst í kring um Neptúnus í klukkuátt
Stjörnufræði	Hvað heitir tungl Plútó	Charon	Hvað heitir tungl Plútó
Stjörnufræði	Hvað hét Ceres loftsteinninn upphaflega	Ceres Ferdinandea	Hvað hét Ceres loftsteinninn upphaflega
Stjörnufræði	Hvað kallast alþjóðlegu samtökin á ensku sem eru tileinkuð vörnum gegn halastjörnum og loftsteinum	Spaceguard Foundation	Hvað kallast alþjóðlegu samtökin á ensku sem eru tileinkuð vörnum gegn halastjörnum og loftsteinum
Stjörnufræði	Hvað þýðir orðið "planet" úr Grísku	Flakkari	Hvað þýðir orðið planet úr Grísku
Stjörnufræði	Hver er annar stærsti loftsteinn sólkerfisins okkar	Pallas	Hver er annar stærsti loftsteinn sólkerfisins okkar
Stjörnufræði	Hver er áttundi loftsteinninn sem fannst í sólkerfi okkar	Flora	Hver er áttundi loftsteinninn sem fannst í sólkerfi okkar
Stjörnufræði	Hver er bjartasta stjarnan í "Scorpius" merkinu	Antares	Hver er bjartasta stjarnan í Scorpius merkinu
Stjörnufræði	Hver er fimmti loftsteinninn sem fannst í sólkerfi okkar	Astraea	Hver er fimmti loftsteinninn sem fannst í sólkerfi okkar
Stjörnufræði	Hver er fjórði stærsti loftsteinninn og sá tíundi sem fannst í sólkerfi okkar	Hygiea	Hver er fjórði stærsti loftsteinninn og sá tíundi sem fannst í sólkerfi okkar
Stjörnufræði	Hver er nálægasta stjarna frá okkur	Proxima Centauri	Hver er nálægasta stjarna frá okkur
Stjörnufræði	Hver er níundi loftsteinninn sem fannst í sólkerfi okkar	Metis	Hver er níundi loftsteinninn sem fannst í sólkerfi okkar
Stjörnufræði	Hver er sjötti loftsteinninn sem fannst í sólkerfi okkar	Hebe	Hver er sjötti loftsteinninn sem fannst í sólkerfi okkar
Stjörnufræði	Hver er sjöundi loftsteinninn sem fannst í sólkerfi okkar	Iris	Hver er sjöundi loftsteinninn sem fannst í sólkerfi okkar
Stjörnufræði	Hver er stærsta stjarnan innan 1000 ljósara frá okkur	Betelgeuse	Hver er stærsta stjarnan innan þúsund ljósara frá okkur
Stjörnufræði	Hver er talinn vera faðir útvarps stjörnufræði	Karl Jansky	Hver er talinn vera faðir útvarps stjörnufræði
Stjörnufræði	Hver er talinn vera upphafsmaðurinn í því að nota útvarpssjónauka við stjörnufræðilegar athuganir	Karl Jansky	Hver er talinn vera upphafsmaðurinn í því að nota útvarpssjónauka við stjörnufræðilegar athuganir
Stjörnufræði	Hver er þriðji stærsti loftsteinn sólkerfisins okkar	Juno	Hver er þriðji stærsti loftsteinn sólkerfisins okkar
Stjörnufræði	Hver er þriðji stærsti loftsteinn sólkerfisins okkar	Vesta	Hver er þriðji stærsti loftsteinn sólkerfisins okkar
Stjörnufræði	Hver gaf Andromeda kallheitið M31	Charles Messier	Hver gaf Andromeda kallheitið M þrjátíu og eitt
Stjörnufræði	Hverjar eru hinar níu reikistjörnur okkar sólkerfi í öfugri röð frá sólu	Plútó, Neptúnus, Úranus, Satúrnus, Júpíter, Mars, Jörðin, Venus og Merkúríus	Hverjar eru hinar níu reikistjörnur okkar sólkerfi í öfugri röð frá sólu
Stjörnufræði	Hverjar eru hinar níu reikistjörnur okkar sólkerfi í réttri röð frá sólu	Merkúríus, Venus, Jörðin, Mars, Júpíter, Satúrnus, Úranus, Neptúnus og Plútó	Hverjar eru hinar níu reikistjörnur okkar sólkerfi í réttri röð frá sólu
Stjörnufræði	Hver skoðaði fyrstur tungl Júpíters gegnum stjörnukíki	Galileo Galilei	Hver skoðaði fyrstur tungl Júpíters gegnum stjörnukíki
Stjörnufræði	Hvers konar farartæki er Cosmos 1	Sólarseglskip	Hvers konar farartæki er Cosmos eitt
Stjörnufræði	Hversu lengi er sólkerfi okkar að fara hringinn um Vetrarbrautina	226 milljón ár	Hversu lengi er sólkerfi okkar að fara hringinn um Vetrarbrautina
Stjörnufræði	Hversu mörg ár tekur ljós Pólstjörnunnar að berast til jarðar	47	Hversu mörg ár tekur ljós Pólstjörnunnar að berast til jarðar
Stjörnufræði	Hversu mörgu sinnum þyngri er sólin miðað við jörðina	330000	Hversu mörgu sinnum þyngri er sólin miðað við jörðina
Stjörnufræði	Hver uppgötaði Plútó árið 1930	Clyde Tombaugh	Hver uppgötaði Plútó árið nítján hundruð og þrjátíu
Stjörnufræði	Hver upphvötaði fyrstur Úranus	William Herschel	Hver upphvötaði fyrstur Úranus
Stjörnufræði	Tungl hvaða plánetu heita öll eftir persónum úr leikritum Shakespear og ljóðum Alexander Pope	Úranusar	Tungl hvaða plánetu heita öll eftir persónum úr leikritum Shakespear og ljóðum Alexander Pope
Stjörnufræði	Um hvaða stjörnu er 51 Peg b, fyrsta reikistjarnan sem fannst utan sólkerfis okkar, á sporbaug um	51 Pegasi	Um hvaða stjörnu er fimmtíu og eitt Peg b fyrsta reikistjarnan sem fannst utan sólkerfis okkar á sporbaug um
Stjörnufræði	Þegar Plútó fer á milli Neptúnús og Sólarinnar, í hversu mörg ár varir það	20	Þegar Plútó fer á milli Neptúnús og Sólarinnar í hversu mörg ár varir það
Tölvuleikir	Hvernig er Pac Man á litinn	Gulur	Hvernig er Pac Man á litinn
Tölvuleikir	Hvaða fyrirtæki framleiðir "FIFA" leikinn	EA Sports	Hvaða fyrirtæki framleiðir F I F A leikinn
Tölvuleikir	Hver framleiðir MOHAA leikina (Medal of Honor Allied Assault)	EA Games	Hver framleiðir MOHAA leikina Medal of Honor Allied Assault 
Tölvuleikir	Hvaða fyrirtæki gefur út hina vinsælu tölvuleikjaseríu Castlevania	Konami	Hvaða fyrirtæki gefur út hina vinsælu tölvuleikjaseríu Castlevania
Tölvuleikir	Fyrir hvað stendur skammstöfunin CTF í tölvuleikjum	Capture the Flag	Fyrir hvað stendur skammstöfunin C T F í tölvuleikjum
Tölvuleikir	Fyrir hvað stendur skammstöfunin DM í tölvuleikjum	DeathMatch	Fyrir hvað stendur skammstöfunin D M í tölvuleikjum
Tölvuleikir	Hvaða fyrirtæki gerði leikinn EVE-Online	CCP	Hvaða fyrirtæki gerði leikinn E V E Online
Tölvuleikir	Hvaða fyrirtæki gerði tölvuleikinn Half-Life	Valve	Hvaða fyrirtæki gerði tölvuleikinn Half Life
Tölvuleikir	Hvað heitir bróðir Mario, hins feita pípara úr Nintendo-tölvuleikjunum	Luigi	Hvað heitir bróðir Mario hins feita pípara úr Nintendo tölvuleikjunum
Tölvuleikir	Hvað hét fyrsti tölvuleikurinn	Tennis for Two	Hvað hét fyrsti tölvuleikurinn
Tölvuleikir	Hvað stendur CPL fyrir	The Cyberathlete Professional League	Hvað stendur C P L fyrir
Tölvuleikir	Hverjir sigruðu Skjálfta 4 í Counter Strike árið 2003	Ice a	Hverjir sigruðu Skjálfta fjögur í Counter Strike árið tvö þúsund og þrjú
Tölvuleikir	Í hvaða aukahlutapakka sem fylgir Half-Life Generations leikur maður öryggisvörð	Blue-Shift	Í hvaða aukahlutapakka sem fylgir Half Life Generations leikur maður öryggisvörð
Tölvuleikir	Hvaða fyrirtæki bjó til tölvuleikina "Doom" og "Quake"	id Software	Hvaða fyrirtæki bjó til tölvuleikina Doom og Quake 
Tölvuleikir	Hvaða tvö fyrirtæki gáfu út hinn margfræga tölvuleik "Unreal Tournament" árið 1998	Epic Games og Digital Extremes	Hvaða tvö fyrirtæki gáfu út hinn margfræga tölvuleik Unreal Tournament árið nítján hundruð níutíu og átta
Tölvuleikir	Í hvaða tölvuleik kemur persónan "J.C. Denton" fyrir	Deus Ex	Í hvaða tölvuleik kemur persónan J C Denton fyrir
Tölvur og tækni	Fyrir hvað stendur DOS	Disk Operating System	Fyrir hvað stendur D O S
Tölvur og tækni	Hvaða forritunarmál var kynnt almenningi 23. maí árið 1995	Java	Hvaða forritunarmál var kynnt almenningi tuttugasta og þriðja maí árið nítján hundruð níutíu og fimm
Tölvur og tækni	Hvaða fyrirtæki hannar Photoshop hugbúnaðinn	Adobe	Hvaða fyrirtæki hannar Photoshop hugbúnaðinn
Tölvur og tækni	Hvaða jaðartæki eru algengust með tölvum, fyrir utan lyklaborðið	Músin	Hvaða jaðartæki eru algengust með tölvum fyrir utan lyklaborðið
Tölvur og tækni	Hvaða lykill er stærstur á hefðbundnu tölvulyklaborði	Space	Hvaða lykill er stærstur á hefðbundnu tölvulyklaborði
Tölvur og tækni	Hvaða stofnun hefur vefslóðina www.rsk.is	Ríkisskattstjóri	Hvaða stofnun hefur vefslóðina w w w punktur r s k punktur i s
Tölvur og tækni	Hvað er JAVA	Forritunarmál	Hvað er J A V A
Tölvur og tækni	Hvað er sá hlutur, sem gerður úr gagnsæju, möttu eða hvítu hylki með glóþræði eða fyllt gasi, kallaður í daglegu máli	Ljósapera	Hvað er sá hlutur sem gerður úr gagnsæju möttu eða hvítu hylki með glóþræði eða fyllt gasi kallaður í daglegu máli
Tölvur og tækni	Hvað eru margir bitar í bæti	8	Hvað eru margir bitar í bæti
Tölvur og tækni	Hvað eru margir "F" takkar á hefðbundnu lyklaborði	þrettán	Hvað eru margir F takkar á hefðbundnu lyklaborði
Tölvur og tækni	Hvað hét tölvan sem vann heimsmeistarann í skák, Gary Kaparov, 1996	Deep Blue	Hvað hét tölvan sem vann heimsmeistarann í skák Gary Kaparov nítján hundruð níutíu og sex
Tölvur og tækni	Hvað kallast það sem hannað var fyrir bandaríska herinn, sem miljónir tölvunotenda tengjast nú daglega	Internetið	Hvað kallast það sem hannað var fyrir bandaríska herinn sem miljónir tölvunotenda tengjast nú daglega
Tölvur og tækni	Hvað táknar skammstöfunin DOS um stýrikerfi tölvu (á ensku)	Disk Operating System	Hvað táknar skammstöfunin D O S um stýrikerfi tölvu á ensku 
Tölvur og tækni	Hver eftirtalinna er ekki stofnhluthafi í FARICE-1 sæstrengnum: RHnet, Hive eða Fjarski	Hive	Hver eftirtalinna er ekki stofnhluthafi í FARICE rinn sæstrengnum R H net Hive eða Fjarski
Tölvur og tækni	Hver er skammstöfun Hypertext Markup Language	HTML	Hver er skammstöfun Hypertext Markup Language 
Tölvur og tækni	Hvert er miðnafn Thomas Edison uppfinningamanns	Alva	Hvert er miðnafn Thomas Edison uppfinningamanns
Tölvur og tækni	Um hvaða "port" fer SMTP umferð venjulega	25	Um hvaða port fer S M T P umferð venjulega
Tölvur og tækni	Eru Java og JavaScript í grundvallaratriðum eins	Nei	Eru Java og JavaScript í grundvallaratriðum eins
Tölvur og tækni	Fyrir hvað stendur skammstöfunin LAN	Local Area Network	Fyrir hvað stendur skammstöfunin L A N
Tölvur og tækni	Fyrir hvað stendur WWW	World Wide Web	Fyrir hvað stendur W W W
Tölvur og tækni	Hvaða borg var raflýst 4. september árið 1882	New York	Hvaða borg var raflýst fjórða september árið átján hundruð áttatíu og tvö
Tölvur og tækni	Hvaða fyrirtæki framleiðir X-Box leikjatölvurnar	Microsoft	Hvaða fyricatrtæki framleiðir X Box leikjatölvurnar
Tölvur og tækni	Hvaða jaðartæki eru algengust með tölvum, fyrir utan músina	Lyklaborð	Hvaða jaðartæki eru algengust með tölvum fyrir utan músina
Tölvur og tækni	Hvaða litur er FFFFFF í HTML	Hvítur	Hvaða litur er F F F F F F í H T M L
Tölvur og tækni	Hvaða stafur er vinstra megin við "Y" á lyklaborði	T	Hvaða stafur er vinstra megin við Y á lyklaborði
Tölvur og tækni	Hvað er 1 bæti margir bitar	8	Hvað er eitt bæti margir bitar
Tölvur og tækni	Hvað þýðir www á íslensku	Veraldarvefurinn	Hvað þýðir www á íslensku
Tölvur og tækni	Hver leiðir Microsoft	Satya Nadella	Hver leiðir Microsoft
Tölvur og tækni	Hvernig voru Amiga 500 lyklaborðin á litin	Grá	Hvernig voru Amiga fimm hundruð lyklaborðin á litin
Tölvur og tækni	Í hvaða bílategund var fyrst framleitt öryggisgler í framrúðu	Volvo	Í hvaða bílategund var fyrst framleitt öryggisgler í framrúðu
Tölvur og tækni	Á vef hvað stofnunar ferð þú ef þú slærð inn veffangið www.rsk.is	Ríkisskattstjóra	Á vef hvað stofnunar ferð þú ef þú slærð inn veffangið w w w punktur r s k punktur i s
